Row ID,Order ID,Order Date,Ship Date,Ship Mode,Segment,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
8445,US-2017-118087,9/9/2017,9/13/2017,Standard Class,Corporate,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",4.503,1,0.7,-3.6024
8446,US-2017-118087,9/9/2017,9/13/2017,Standard Class,Corporate,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",4.672,1,0.2,1.5768
8447,US-2017-118087,9/9/2017,9/13/2017,Standard Class,Corporate,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,95.88,3,0.2,28.764
8448,US-2017-118087,9/9/2017,9/13/2017,Standard Class,Corporate,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",17.024,2,0.2,1.7024
8449,US-2017-118087,9/9/2017,9/13/2017,Standard Class,Corporate,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674
8450,US-2017-118087,9/9/2017,9/13/2017,Standard Class,Corporate,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,1931.958,7,0.4,-386.3916
8451,CA-2017-147361,9/9/2017,9/15/2017,Standard Class,Corporate,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,628.81,7,0,12.5762
8452,CA-2017-147361,9/9/2017,9/15/2017,Standard Class,Corporate,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45,5,0,14.677
8453,CA-2017-147228,9/9/2017,9/14/2017,Standard Class,Consumer,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,8.832,3,0.2,-1.9872
8454,CA-2017-147228,9/9/2017,9/14/2017,Standard Class,Consumer,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,177.536,4,0.2,62.1376
8455,CA-2017-147228,9/9/2017,9/14/2017,Standard Class,Consumer,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,258.48,2,0.2,-3.231
8456,CA-2017-147228,9/9/2017,9/14/2017,Standard Class,Consumer,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,14.136,3,0.2,4.2408
8457,US-2017-159562,9/9/2017,9/15/2017,Standard Class,Consumer,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,0,8.2156
8458,CA-2017-155929,9/9/2017,9/13/2017,Standard Class,Consumer,OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,6.368,2,0.2,2.388
8459,CA-2017-137498,9/9/2017,9/14/2017,Second Class,Consumer,OFF-AR-10003829,Office Supplies,Art,Newell 35,6.56,2,0,1.9024
8460,CA-2017-137498,9/9/2017,9/14/2017,Second Class,Consumer,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,243.92,5,0.2,-15.245
8461,CA-2017-137498,9/9/2017,9/14/2017,Second Class,Consumer,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,47.52,9,0,22.8096
8462,CA-2017-100825,9/9/2017,9/14/2017,Standard Class,Corporate,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3,0,23.9688
8463,CA-2017-139444,9/9/2017,9/15/2017,Standard Class,Corporate,OFF-LA-10000134,Office Supplies,Labels,Avery 511,9.856,4,0.2,3.4496
8464,CA-2017-169439,9/9/2017,9/13/2017,Standard Class,Consumer,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",25.92,5,0.2,3.888
8465,CA-2017-169439,9/9/2017,9/13/2017,Standard Class,Consumer,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,2,0.2,-9.0904
8466,US-2017-146213,9/9/2017,9/14/2017,Standard Class,Corporate,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,159.96,4,0,51.1872
8467,CA-2017-168403,9/9/2017,9/15/2017,Standard Class,Corporate,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,31.104,6,0.2,11.2752
8468,CA-2017-168403,9/9/2017,9/15/2017,Standard Class,Corporate,OFF-AP-10003278,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,11.176,1,0.2,0.8382
8469,CA-2017-152198,9/9/2017,9/10/2017,First Class,Consumer,OFF-LA-10000443,Office Supplies,Labels,Avery 501,17.712,6,0.2,5.9778
8470,CA-2017-152198,9/9/2017,9/10/2017,First Class,Consumer,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,4.86,3,0.7,-3.564
8471,CA-2017-152198,9/9/2017,9/10/2017,First Class,Consumer,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",6.258,2,0.7,-5.215
8472,CA-2017-120999,9/10/2017,9/15/2017,Standard Class,Corporate,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,147.168,4,0.2,16.5564
8473,CA-2017-128370,9/10/2017,9/10/2017,Same Day,Corporate,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,362.352,3,0.2,27.1764
8474,CA-2017-128370,9/10/2017,9/10/2017,Same Day,Corporate,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2,0.2,2.245
8475,CA-2017-110905,9/10/2017,9/15/2017,Second Class,Consumer,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,16.2,3,0,7.776
8476,CA-2017-110905,9/10/2017,9/15/2017,Second Class,Consumer,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",33.99,3,0,14.6157
8477,CA-2017-110905,9/10/2017,9/15/2017,Second Class,Consumer,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,296.85,5,0,53.433
8478,CA-2017-110905,9/10/2017,9/15/2017,Second Class,Consumer,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,112.8,6,0,6.768
8479,CA-2017-110905,9/10/2017,9/15/2017,Second Class,Consumer,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,13.71,3,0,6.5808
8480,CA-2017-110905,9/10/2017,9/15/2017,Second Class,Consumer,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,24.9,5,0,11.703
8481,CA-2017-110905,9/10/2017,9/15/2017,Second Class,Consumer,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,286.29,3,0,17.1774
8482,CA-2017-110905,9/10/2017,9/15/2017,Second Class,Consumer,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,24.18,2,0,7.254
8483,CA-2017-152093,9/10/2017,9/15/2017,Standard Class,Home Office,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.594,3,0.8,-1143.891
8484,CA-2017-122280,9/10/2017,9/10/2017,Same Day,Consumer,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",18.76,2,0,9.0048
8485,CA-2017-126438,9/10/2017,9/13/2017,First Class,Corporate,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",14.88,2,0,3.72
8486,CA-2017-147403,9/10/2017,9/13/2017,First Class,Corporate,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,85.056,3,0.2,28.7064
8487,CA-2017-159954,9/10/2017,9/14/2017,Standard Class,Consumer,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,2.78,1,0,1.3622
8488,CA-2017-123036,9/10/2017,9/17/2017,Standard Class,Consumer,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,37.056,4,0.2,8.8008
8489,CA-2017-123036,9/10/2017,9/17/2017,Standard Class,Consumer,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,259.896,2,0.4,-56.3108
8490,CA-2017-112774,9/11/2017,9/12/2017,First Class,Consumer,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",34.504,1,0.2,6.0382
8491,CA-2017-124898,9/11/2017,9/15/2017,Standard Class,Home Office,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,184.66,7,0,84.9436
8492,CA-2017-149559,9/11/2017,9/12/2017,Same Day,Home Office,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,12.96,2,0,6.2208
8493,CA-2017-149559,9/11/2017,9/12/2017,Same Day,Home Office,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,22.18,2,0,10.8682
8494,CA-2017-149559,9/11/2017,9/12/2017,Same Day,Home Office,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,2054.272,8,0.2,256.784
8495,CA-2017-117044,9/11/2017,9/13/2017,Second Class,Consumer,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,10.528,4,0.2,3.29
8496,CA-2017-117044,9/11/2017,9/13/2017,Second Class,Consumer,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,20.544,6,0.2,6.42
8497,CA-2017-144484,9/11/2017,9/11/2017,Same Day,Consumer,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",32.36,4,0,11.6496
8498,CA-2017-144484,9/11/2017,9/11/2017,Same Day,Consumer,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.6,5,0,113.848
8499,US-2017-142188,9/11/2017,9/11/2017,Same Day,Consumer,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,177.568,2,0.2,8.8784
8500,US-2017-142188,9/11/2017,9/11/2017,Same Day,Consumer,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,19.44,3,0,9.3312
8501,US-2017-142188,9/11/2017,9/11/2017,Same Day,Consumer,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,71.28,11,0,34.2144
8502,US-2017-142188,9/11/2017,9/11/2017,Same Day,Consumer,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1471.96,5,0.2,459.9875
8503,US-2017-142188,9/11/2017,9/11/2017,Same Day,Consumer,TEC-PH-10000127,Technology,Phones,iOttie XL Car Mount,79.96,5,0.2,-17.991
8504,US-2017-160836,9/11/2017,9/16/2017,Standard Class,Consumer,OFF-PA-10004239,Office Supplies,Paper,Xerox 1953,10.272,3,0.2,3.21
8505,US-2017-160836,9/11/2017,9/16/2017,Standard Class,Consumer,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,512.19,5,0.3,-65.853
8506,US-2017-160836,9/11/2017,9/16/2017,Standard Class,Consumer,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",1.556,2,0.8,-4.2012
8507,CA-2017-166898,9/11/2017,9/13/2017,Second Class,Corporate,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,143.952,6,0.2,17.994
8508,CA-2017-166898,9/11/2017,9/13/2017,Second Class,Corporate,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,19.44,3,0,9.3312
8509,US-2017-152898,9/11/2017,9/15/2017,Standard Class,Consumer,OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,67.9,5,0,20.37
8510,CA-2017-127726,9/11/2017,9/13/2017,Second Class,Consumer,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",195.68,4,0,50.8768
8511,CA-2017-127726,9/11/2017,9/13/2017,Second Class,Consumer,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",14.2,4,0,6.674
8512,CA-2017-103611,9/12/2017,9/15/2017,First Class,Consumer,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",8.36,2,0,3.0096
8513,CA-2017-140676,9/12/2017,9/15/2017,First Class,Consumer,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9,5,0,19.95
8514,CA-2017-140676,9/12/2017,9/15/2017,First Class,Consumer,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,90.86,7,0,26.3494
8515,CA-2017-140676,9/12/2017,9/15/2017,First Class,Consumer,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,94.85,5,0,45.528
8516,CA-2017-108749,9/12/2017,9/15/2017,First Class,Corporate,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,45.36,7,0,21.7728
8517,CA-2017-108749,9/12/2017,9/15/2017,First Class,Corporate,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,45.78,3,0,22.89
8518,US-2017-109582,9/12/2017,9/17/2017,Second Class,Consumer,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",166.44,3,0,79.8912
8519,CA-2017-139493,9/13/2017,9/19/2017,Standard Class,Consumer,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,15.92,5,0.2,2.786
8520,CA-2017-114440,9/14/2017,9/17/2017,Second Class,Consumer,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0,8.763
8521,CA-2017-147725,9/14/2017,9/14/2017,Same Day,Consumer,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.95,3,0,18.447
8522,US-2017-157224,9/14/2017,9/18/2017,Second Class,Consumer,OFF-LA-10000121,Office Supplies,Labels,Avery 48,56.7,9,0,26.082
8523,CA-2017-156237,9/14/2017,9/15/2017,First Class,Consumer,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,3.882,2,0.7,-2.588
8524,CA-2017-156237,9/14/2017,9/15/2017,First Class,Consumer,TEC-MA-10002930,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,12.585,1,0.7,-18.0385
8525,CA-2017-156237,9/14/2017,9/15/2017,First Class,Consumer,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,113.372,2,0.3,-29.1528
8526,CA-2017-156237,9/14/2017,9/15/2017,First Class,Consumer,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,18.312,4,0.7,-12.208
8527,CA-2017-156237,9/14/2017,9/15/2017,First Class,Consumer,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,127.936,8,0.2,4.7976
8528,CA-2017-156237,9/14/2017,9/15/2017,First Class,Consumer,TEC-MA-10001681,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,241.17,2,0.7,-168.819
8529,CA-2017-115882,9/14/2017,9/17/2017,First Class,Corporate,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,942.784,4,0.2,94.2784
8530,CA-2017-115882,9/14/2017,9/17/2017,First Class,Corporate,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,74.352,3,0.2,23.235
8531,CA-2017-152975,9/14/2017,9/16/2017,First Class,Home Office,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1079.85,3,0,323.955
8532,CA-2017-152975,9/14/2017,9/16/2017,First Class,Home Office,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,70.98,1,0,3.549
8533,CA-2017-152975,9/14/2017,9/16/2017,First Class,Home Office,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,29.95,5,0,8.6855
8534,CA-2017-152975,9/14/2017,9/16/2017,First Class,Home Office,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,5,0.1,-6.549
8535,CA-2017-108931,9/14/2017,9/19/2017,Standard Class,Consumer,OFF-PA-10002741,Office Supplies,Paper,Xerox 1980,8.56,2,0,3.852
8536,CA-2017-108931,9/14/2017,9/19/2017,Standard Class,Consumer,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,11.56,2,0,5.6644
8537,CA-2017-130302,9/14/2017,9/19/2017,Standard Class,Corporate,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,895.944,7,0.2,190.3881
8538,CA-2017-130043,9/15/2017,9/19/2017,Standard Class,Corporate,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,31.872,8,0.2,11.5536
8539,CA-2017-163020,9/15/2017,9/19/2017,Standard Class,Home Office,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",35.56,7,0,12.0904
8540,CA-2017-132353,9/15/2017,9/17/2017,First Class,Consumer,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,323.976,3,0.2,20.2485
8541,CA-2017-121888,9/15/2017,9/17/2017,Second Class,Consumer,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,39.99,1,0,11.5971
8542,CA-2017-121888,9/15/2017,9/17/2017,Second Class,Consumer,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,2,0,6.512
8543,CA-2017-121888,9/15/2017,9/17/2017,Second Class,Consumer,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94,3,0,203.5644
8544,CA-2017-121888,9/15/2017,9/17/2017,Second Class,Consumer,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,242.48,7,0,116.3904
8545,US-2017-163300,9/15/2017,9/21/2017,Standard Class,Consumer,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,2357.488,7,0.2,884.058
8546,US-2017-163300,9/15/2017,9/21/2017,Standard Class,Consumer,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,369.544,7,0.2,32.3351
8547,US-2017-163300,9/15/2017,9/21/2017,Standard Class,Consumer,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,184.752,3,0.2,-20.7846
8548,CA-2017-145737,9/15/2017,9/20/2017,Standard Class,Consumer,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,163.96,5,0.2,59.4355
8549,US-2017-116652,9/15/2017,9/19/2017,Standard Class,Consumer,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",218.352,3,0.2,0
8550,US-2017-116652,9/15/2017,9/19/2017,Standard Class,Consumer,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",529.9,5,0,105.98
8551,US-2017-116652,9/15/2017,9/19/2017,Standard Class,Consumer,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,99.3,10,0,41.706
8552,US-2017-116652,9/15/2017,9/19/2017,Standard Class,Consumer,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,108.96,2,0,30.5088
8553,US-2017-116652,9/15/2017,9/19/2017,Standard Class,Consumer,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,2.688,1,0.2,0.84
8554,CA-2017-124205,9/15/2017,9/19/2017,Standard Class,Corporate,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",47.4,5,0,18.96
8555,CA-2017-124205,9/15/2017,9/19/2017,Standard Class,Corporate,FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley,512.96,4,0,143.6288
8556,CA-2017-124205,9/15/2017,9/19/2017,Standard Class,Corporate,TEC-PH-10002115,Technology,Phones,Plantronics 81402,395.94,6,0,102.9444
8557,CA-2017-124205,9/15/2017,9/19/2017,Standard Class,Corporate,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",81.96,2,0,0
8558,CA-2017-146185,9/15/2017,9/19/2017,Standard Class,Consumer,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,31.744,2,0.2,8.3328
8559,CA-2017-134418,9/15/2017,9/20/2017,Standard Class,Consumer,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,12.42,3,0,5.2164
8560,CA-2017-139822,9/15/2017,9/21/2017,Standard Class,Home Office,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,38.62,2,0,10.8136
8561,CA-2017-139822,9/15/2017,9/21/2017,Standard Class,Home Office,TEC-AC-10001090,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,59.98,2,0,10.7964
8562,CA-2017-165008,9/15/2017,9/17/2017,Second Class,Consumer,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",295.056,9,0.2,106.9578
8563,CA-2017-127096,9/15/2017,9/17/2017,Second Class,Home Office,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,300.904,1,0.2,11.2839
8564,CA-2017-118136,9/16/2017,9/17/2017,First Class,Corporate,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2,0,4.0572
8565,CA-2017-118136,9/16/2017,9/17/2017,First Class,Corporate,OFF-AR-10001427,Office Supplies,Art,Newell 330,5.98,1,0,1.5548
8566,CA-2017-144113,9/16/2017,9/20/2017,Standard Class,Consumer,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",17.568,2,0.2,6.3684
8567,CA-2017-144113,9/16/2017,9/20/2017,Standard Class,Consumer,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,55.992,1,0.2,5.5992
8568,CA-2017-134173,9/16/2017,9/21/2017,Standard Class,Home Office,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,20.736,4,0.2,7.2576
8569,CA-2017-136448,9/16/2017,9/18/2017,First Class,Consumer,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,71.976,3,0.2,19.7934
8570,CA-2017-136448,9/16/2017,9/18/2017,First Class,Consumer,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",22.512,3,0.2,2.2512
8571,CA-2017-136448,9/16/2017,9/18/2017,First Class,Consumer,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,3.444,2,0.7,-2.7552
8572,CA-2017-136448,9/16/2017,9/18/2017,First Class,Consumer,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,538.194,2,0.7,-412.6154
8573,CA-2017-136448,9/16/2017,9/18/2017,First Class,Consumer,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,2,0.2,14.3952
8574,CA-2017-112984,9/16/2017,9/18/2017,Second Class,Consumer,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,20.544,6,0.2,6.42
8575,CA-2017-130715,9/16/2017,9/20/2017,Standard Class,Corporate,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",17.9,5,0,8.771
8576,CA-2017-141446,9/16/2017,9/18/2017,Second Class,Home Office,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,18,1,0,3.24
8577,CA-2017-137470,9/17/2017,9/17/2017,Same Day,Consumer,OFF-PA-10002001,Office Supplies,Paper,Xerox 1984,12.96,2,0,6.3504
8578,CA-2017-157931,9/17/2017,9/22/2017,Second Class,Home Office,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,723.92,4,0,188.2192
8579,CA-2017-157931,9/17/2017,9/22/2017,Second Class,Home Office,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32,3,0,49.9704
8580,CA-2017-112515,9/17/2017,9/21/2017,Second Class,Corporate,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,10.776,3,0.2,3.5022
8581,CA-2017-112515,9/17/2017,9/21/2017,Second Class,Corporate,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",11.784,3,0.2,4.2717
8582,CA-2017-112515,9/17/2017,9/21/2017,Second Class,Corporate,OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,164.88,3,0,80.7912
8583,CA-2017-112515,9/17/2017,9/21/2017,Second Class,Corporate,FUR-BO-10003404,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94,3,0,77.5764
8584,CA-2017-112515,9/17/2017,9/21/2017,Second Class,Corporate,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584,2,0.2,8.9544
8585,CA-2017-112515,9/17/2017,9/21/2017,Second Class,Corporate,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74,2,0,65.435
8586,CA-2017-112515,9/17/2017,9/21/2017,Second Class,Corporate,OFF-LA-10001175,Office Supplies,Labels,Avery 514,14.4,5,0,7.056
8587,CA-2017-105669,9/17/2017,9/22/2017,Second Class,Home Office,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,9.912,3,0.2,3.2214
8588,CA-2017-105669,9/17/2017,9/22/2017,Second Class,Home Office,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",318.43,5,0.3,-77.333
8589,CA-2017-105669,9/17/2017,9/22/2017,Second Class,Home Office,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,5.8,5,0.8,-10.15
8590,CA-2017-105669,9/17/2017,9/22/2017,Second Class,Home Office,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,1415.76,6,0.2,88.485
8591,CA-2017-126928,9/17/2017,9/23/2017,Standard Class,Consumer,TEC-MA-10004626,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer,480,4,0,225.6
8592,CA-2017-126928,9/17/2017,9/23/2017,Standard Class,Consumer,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",34.05,3,0,9.534
8593,CA-2017-142293,9/17/2017,9/20/2017,First Class,Consumer,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,89.97,3,0,37.7874
8594,CA-2017-106180,9/18/2017,9/23/2017,Standard Class,Corporate,OFF-AR-10000940,Office Supplies,Art,Newell 343,8.82,3,0,2.3814
8595,CA-2017-106180,9/18/2017,9/23/2017,Standard Class,Corporate,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,3,0,5.1042
